Table Names,State,Parameters,Type,April - Total ((A+B) or (C+D)),May - Total ((A+B) or (C+D)),June - Total ((A+B) or (C+D)),July - Total ((A+B) or (C+D)),August - Total ((A+B) or (C+D)),September - Total ((A+B) or (C+D)),October - Total ((A+B) or (C+D)),November - Total ((A+B) or (C+D)),December - Total ((A+B) or (C+D)),January - Total ((A+B) or (C+D)),February - Total ((A+B) or (C+D)),March - Total ((A+B) or (C+D)),Total - Total ((A+B) or (C+D)),Total - Public (A),Total - Private (B),Total - Urban (C),Total - Rural (D)
2019-2020.xlsm/hmis-report-2019-20,Punjab,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,1867,1863,1428,977,991,1182,1284,1488,1163,1425,1409,1216,16293,16277,16,3542,12751
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,6,3,23,4,3,3,11,19,22,15,14,4,127,126,1,21,106
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,2,4,20,0,1,1,2,0,0,2,0,0,32,32,0,2,30
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,1,12,0,0,0,0,0,0,0,0,0,13,13,0,0,13
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,1,3,1,3,3,4,3,0,8,5,3,1,35,35,0,4,31
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,1,2,0,2,2,1,0,0,1,3,1,1,14,14,0,2,12
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,13,0,0,0,0,0,0,0,1,0,14,14,0,0,14
2019-2020.xlsm/hmis-report-2019-20,Punjab,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,8,14,29,16,20,17,23,33,46,14,10,25,255,255,0,23,232
2019-2020.xlsm/hmis-report-2019-20,Punjab,Vaccine - Measles,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Vaccine - Measles,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Vaccine - Measles,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Vaccine - Measles,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Measles Rubella (MR),1. Balance From Previous Month,118390,109960,66095,92965,83405,70825,67270,64080,83220,103030,91260,108370,1058870,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Measles Rubella (MR),2. Stocks Received,100000,104000,114000,102000,87000,90000,95400,121000,124000,81000,126000,55000,1199400,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Measles Rubella (MR),3. Unusable Stock,11500,4500,2000,2000,1000,2000,6000,6000,10000,9500,8500,6000,69000,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Measles Rubella (MR),4. Stock Distributed,105430,151405,87120,111560,99580,93555,98590,100510,103890,92770,108440,74450,1227300,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Punjab,Measles Rubella (MR),5. Total Stock,114960,70095,95465,88405,73825,71270,66080,90570,105030,94760,114370,95428,1080258,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,50584,55779,65657,84238,47698,142994,129865,48408,28175,97852,29301,78926,859477,832924,26553,142311,717166
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Child immunisation (9-11months) - Measles 1st dose,TOTAL,53019,58009,67536,11830,5891,18952,19719,84634,77071,3161,86990,4714,491526,480296,11230,71378,420148
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,0,5,0,0,0,0,45,0,0,0,0,0,50,50,0,28,22
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Child immunisation - Measles-1st dose,TOTAL,5565,6542,6388,5547,3000,7444,6991,7094,4747,3842,5582,2960,65702,64376,1326,22070,43632
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,46525,46555,47795,48310,34003,84222,86646,41844,28050,101320,28807,72499,666576,659599,6977,94867,571709
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,50034,48746,50037,31455,3755,10467,13385,75761,79592,3664,85787,4119,456802,450379,6423,56986,399816
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Childhood Diseases - Pneumonia,TOTAL,4975,4852,4092,5220,5578,5872,7367,8758,11458,12693,10769,7368,89002,88480,522,22116,66886
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Childhood Diseases - Asthma,TOTAL,2030,1693,1675,1796,2061,2823,2311,2579,3170,2732,2856,2391,28117,27719,398,4722,23395
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Childhood Diseases - Measles,TOTAL,116,139,66,136,78,244,28,27,46,22,44,30,976,975,1,187,789
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Childhood Diseases - Diarrhoea,TOTAL,27653,37507,35967,30435,30920,31864,26258,23522,21246,22300,25237,21293,334202,332482,1720,37492,296710
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,5011,7143,5111,4090,3794,3737,2961,2297,1821,2529,2700,2589,43783,43737,46,8712,35071
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,12930,17368,16630,13846,18583,17131,16961,16502,17609,17507,20044,15459,200570,200548,22,29941,170629
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,75,34,44,40,30,61,47,89,190,149,123,92,974,974,0,372,602
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,19,7,9,4,12,22,32,11,10,14,11,14,165,165,0,94,71
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,4,0,0,0,1,0,1,2,0,3,0,1,12,12,0,5,7
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,22,25,10,13,13,11,43,22,33,31,43,22,288,288,0,125,163
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,8,3,4,5,4,22,22,11,4,2,9,8,102,102,0,39,63
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,1,1,0,1,6,1,0,0,0,0,10,10,0,1,9
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,86,33,35,80,26,775,169,108,23,23,47,15,1420,1420,0,866,554
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Vaccine - Measles,1. Balance From Previous Month,65830,67840,75500,85180,71900,79200,57750,78290,53190,268540,63040,48000,1014260,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Vaccine - Measles,2. Stocks Received,45000,43000,60000,0,0,45300,82200,3000,25100,35000,20000,5000,363600,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Vaccine - Measles,4. Stock Distributed,45250,41890,50320,11280,700,43750,21210,28100,19710,33410,23040,14380,333040,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Vaccine - Measles,5. Total Stock,65580,68950,85180,73900,71200,80750,118740,53190,58580,270130,60000,38620,1044820,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Measles Rubella (MR),1. Balance From Previous Month,53258,56948,40638,815278,107098,172718,157348,151588,145558,270758,222438,225038,2418666,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Measles Rubella (MR),2. Stocks Received,105000,69200,819500,215000,151000,46000,56240,25000,140250,62000,60000,30000,1779190,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Measles Rubella (MR),4. Stock Distributed,101310,77110,49360,923180,85380,61370,44000,49030,37900,90340,57400,66330,1642710,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Rajasthan,Measles Rubella (MR),5. Total Stock,56948,49038,810778,103998,159118,142148,155688,137058,142058,143968,134288,105158,2140246,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,477,642,689,234,3,2,1082,1189,538,583,534,471,6444,6143,301,1063,5381
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Child immunisation (9-11months) - Measles 1st dose,TOTAL,47,79,41,8,2,0,17,36,9,10,15,13,277,277,0,0,277
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,7,1,28,9,0,0,26,26,4,1,12,11,125,125,NA,0,125
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Child immunisation - Measles-1st dose,TOTAL,2,0,0,0,0,0,0,0,2,0,0,0,4,4,NA,NA,4
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,108,267,403,216,6,5,743,897,536,613,588,533,4915,4759,156,750,4165
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,7,15,46,12,4,0,29,16,27,4,23,9,192,192,0,3,189
2019-2020.xlsm/hmis-report-2019-20,Sikkim,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,477,397,235,35,3,0,75,75,37,30,27,49,1440,1346,94,208,1232
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Childhood Diseases - Pneumonia,TOTAL,20,30,34,11,17,11,13,20,31,24,7,10,228,228,NA,76,152
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Childhood Diseases - Asthma,TOTAL,0,5,3,0,1,2,0,2,0,0,0,3,16,16,NA,6,10
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Childhood Diseases - Measles,TOTAL,0,0,3,4,0,2,0,0,0,0,2,0,11,11,NA,2,9
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Childhood Diseases - Diarrhoea,TOTAL,394,345,329,419,347,257,245,249,212,245,298,267,3607,3607,NA,113,3494
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,67,52,40,38,63,20,23,41,26,47,46,39,502,502,NA,88,414
2019-2020.xlsm/hmis-report-2019-20,Sikkim,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,59,125,117,194,245,138,150,188,135,111,117,160,1739,1739,NA,NA,1739
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,1,1,0,0,2,0,1,1,3,1,0,0,10,10,NA,5,5
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,8,0,0,0,0,0,0,0,0,0,0,0,8,8,NA,0,8
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,0,1
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Vaccine - Measles,1. Balance From Previous Month,9617,10015,10015,10015,10015,10015,0,0,0,0,0,0,59692,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Vaccine - Measles,2. Stocks Received,500,0,0,0,0,0,0,0,0,0,0,0,500,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Vaccine - Measles,4. Stock Distributed,102,0,0,0,0,0,0,0,0,0,0,0,102,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Vaccine - Measles,5. Total Stock,10015,10015,10015,10015,10015,10015,0,0,0,0,0,0,60090,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Measles Rubella (MR),1. Balance From Previous Month,1671,1491,1210,1324,5315,4443,4513,4080,3563,3273,3151,2921,36955,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Measles Rubella (MR),2. Stocks Received,153,143,86,3852,126,124,266,173,97,406,262,125,5813,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,2,0,0,0,0,0,2,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Measles Rubella (MR),4. Stock Distributed,247,357,353,419,674,97,636,692,365,454,467,486,5247,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Sikkim,Measles Rubella (MR),5. Total Stock,1577,1276,943,4753,4306,4470,4141,3597,3295,3180,2946,2460,36944,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,75073,82133,80475,84550,82082,79045,81455,77479,75561,76505,74936,75305,944599,931564,13035,266221,678378
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Child immunisation (9-11months) - Measles 1st dose,TOTAL,51,33,44,127,42,82,24,299,330,470,844,852,3198,3110,88,1035,2163
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,17627,18906,18541,19375,19749,18709,19145,18662,16873,14774,15105,15236,212702,210376,2326,194598,18104
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Child immunisation - Measles-1st dose,TOTAL,30,81,30,163,33,38,56,192,153,339,100,115,1330,1310,20,755,575
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,71813,77376,74196,75653,73545,72938,76109,74890,71669,69504,67870,64706,870269,858996,11273,247332,622937
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,610,461,513,416,426,390,595,1035,766,781,664,832,7489,7487,2,1212,6277
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,3921,5039,4595,4019,4998,3811,4871,4751,4016,3643,3466,3952,51082,47202,3880,49043,2039
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Childhood Diseases - Pneumonia,TOTAL,425,333,274,291,622,666,928,757,593,526,638,576,6629,6629,0,1843,4786
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Childhood Diseases - Asthma,TOTAL,264,259,254,289,350,360,424,475,422,306,366,170,3939,3939,0,1697,2242
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Childhood Diseases - Measles,TOTAL,42,69,32,44,84,52,61,110,101,83,30,26,734,734,0,11,723
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Childhood Diseases - Diarrhoea,TOTAL,53940,58021,57414,56278,57138,55845,56625,54014,51658,51694,52832,49635,655094,655094,0,42336,612758
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,1843,2170,2613,2341,2612,2123,2361,2482,2075,2174,2172,1149,26115,26079,36,9314,16801
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,7339,6280,5962,6258,6541,6465,8732,9233,8348,8412,7746,5413,86729,86729,0,37032,49697
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,17,18,17,21,12,20,43,22,18,19,17,24,248,248,NA,8,240
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,2,2,4,2,6,0,1,1,3,3,2,2,28,27,1,2,26
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,11,0,0,1,2,1,1,1,0,17,17,NA,0,17
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,4,13,4,4,7,5,11,8,3,9,4,2,74,74,NA,5,69
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,1,0,12,0,3,1,0,15,11,11,12,66,66,NA,2,64
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,1,1,0,0,0,0,0,0,0,0,2,2,NA,0,2
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,6,17,17,12,17,9,18,13,4,13,7,8,141,141,NA,2,139
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Vaccine - Measles,1. Balance From Previous Month,166,166,6796,5766,166,166,166,166,166,17523,350,14398,45995,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Vaccine - Measles,2. Stocks Received,0,0,2400,20050,0,0,0,0,0,0,18675,0,41125,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,1084,1543,0,2627,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Vaccine - Measles,4. Stock Distributed,0,0,8280,20050,0,0,0,0,0,0,5738,1,34069,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Vaccine - Measles,5. Total Stock,166,166,916,5766,166,166,166,166,166,16439,11744,14397,50424,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Measles Rubella (MR),1. Balance From Previous Month,297707,350349,312862,354237,371503,359831,360322,379304,387655,364892,341965,350860,4231487,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Measles Rubella (MR),2. Stocks Received,373910,266920,319930,437490,360570,331060,357239,348360,279216,294770,304796,289690,3963951,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Measles Rubella (MR),3. Unusable Stock,22491,33195,29134,34378,26439,28316,35939,29675,26042,30873,29185,22389,348056,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Measles Rubella (MR),4. Stock Distributed,306849,274637,256367,380437,337318,311748,308674,301311,285443,283767,266629,257610,3570790,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tamil Nadu,Measles Rubella (MR),5. Total Stock,342277,292167,347291,377012,369076,350777,363384,396678,355186,345026,350943,360601,4250418,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,51350,52669,56145,56371,53122,51423,51687,50883,50325,54246,54829,50215,633265,627630,5635,201357,431908
2019-2020.xlsm/hmis-report-2019-20,Telangana,Child immunisation (9-11months) - Measles 1st dose,TOTAL,539,284,441,540,573,659,720,895,859,1023,858,963,8354,8349,5,2245,6109
2019-2020.xlsm/hmis-report-2019-20,Telangana,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,3747,3832,3285,3283,3379,2979,2933,2845,2888,3821,3298,3033,39323,38717,606,12958,26365
2019-2020.xlsm/hmis-report-2019-20,Telangana,Child immunisation - Measles-1st dose,TOTAL,295,243,299,139,232,237,446,226,353,381,439,355,3645,3630,15,1064,2581
2019-2020.xlsm/hmis-report-2019-20,Telangana,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,44960,45246,47597,47707,44476,44701,44420,48806,48232,49298,50134,45889,561466,559387,2079,172987,388479
2019-2020.xlsm/hmis-report-2019-20,Telangana,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,912,593,699,633,997,1013,896,870,1541,1518,1413,1282,12367,12006,361,4245,8122
2019-2020.xlsm/hmis-report-2019-20,Telangana,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,260,198,198,326,341,468,420,519,492,518,685,696,5121,5107,14,2218,2903
2019-2020.xlsm/hmis-report-2019-20,Telangana,Childhood Diseases - Pneumonia,TOTAL,346,396,325,470,611,623,417,376,379,677,394,467,5481,5463,18,2110,3371
2019-2020.xlsm/hmis-report-2019-20,Telangana,Childhood Diseases - Asthma,TOTAL,812,681,868,743,956,1281,952,494,817,770,567,453,9394,9348,46,4786,4608
2019-2020.xlsm/hmis-report-2019-20,Telangana,Childhood Diseases - Measles,TOTAL,15,11,14,18,62,40,50,49,57,30,22,21,389,356,33,150,239
2019-2020.xlsm/hmis-report-2019-20,Telangana,Childhood Diseases - Diarrhoea,TOTAL,3868,4201,4523,5359,6191,4808,4355,3452,3332,3204,3308,2919,49520,48711,809,19883,29637
2019-2020.xlsm/hmis-report-2019-20,Telangana,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,842,1051,823,1392,1324,813,688,525,650,715,861,674,10358,10298,60,3727,6631
2019-2020.xlsm/hmis-report-2019-20,Telangana,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,2395,2191,2433,2847,2616,3513,3328,2829,3163,2476,2329,2068,32188,32087,101,10808,21380
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,8,11,12,12,7,9,21,19,11,16,18,6,150,150,0,7,143
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,6,1,0,0,0,3,3,2,1,1,2,0,19,19,0,0,19
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,1,2,2,0,1,0,0,0,0,1,0,0,7,7,0,0,7
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,3,1,0,2,1,4,3,1,2,26,2,0,45,45,0,2,43
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,1,0,0,1,0,0,0,0,0,15,1,0,18,18,0,0,18
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
2019-2020.xlsm/hmis-report-2019-20,Telangana,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,18,20,14,16,8,20,4,11,13,12,9,4,149,149,0,13,136
2019-2020.xlsm/hmis-report-2019-20,Telangana,Vaccine - Measles,1. Balance From Previous Month,4250,16100,19250,2030,2790,6710,0,14000,12800,2560,14800,5000,100290,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Vaccine - Measles,2. Stocks Received,35000,33000,15000,20000,6000,0,36000,15000,9000,25600,0,9000,203600,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,2560,0,0,2560,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Vaccine - Measles,4. Stock Distributed,23150,29850,24470,20000,2080,0,22000,16200,21200,10950,14800,12250,196950,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Vaccine - Measles,5. Total Stock,16100,19250,9780,2030,6710,6710,14000,12800,600,14650,0,1750,104380,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Measles Rubella (MR),1. Balance From Previous Month,115200,124800,113440,148000,140550,128880,93965,89750,91170,98510,134760,153170,1432195,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Measles Rubella (MR),2. Stocks Received,178000,218000,179500,255000,213000,158000,229000,245990,256510,310500,281000,236000,2760500,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Measles Rubella (MR),3. Unusable Stock,7700,7130,7130,8360,8570,12095,3920,7630,5170,7180,11330,8240,94455,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Measles Rubella (MR),4. Stock Distributed,162690,234940,159940,256850,243890,188780,224875,254460,247190,192490,238750,224540,2629395,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Telangana,Measles Rubella (MR),5. Total Stock,127890,107710,130430,143330,113460,86565,95540,84480,100510,135520,181660,172900,1479995,NA,NA,NA,NA
2019-2020.xlsm/hmis-report-2019-20,Tripura,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,3078,3786,3838,4103,4374,4590,4639,4872,3712,4015,4123,3789,48919,48853,66,3590,45329
2019-2020.xlsm/hmis-report-2019-20,Tripura,Child immunisation (9-11months) - Measles 1st dose,TOTAL,6,34,10,4,3,15,12,5,19,21,35,15,179,153,26,0,179
